age,income,loan_amount,credit_score,employment_years,existing_loans,loan_term,interest_rate,default
40,88568,258534,508,12,0,48,22.27,0
48,91471,200487,417,23,1,24,6.93,0
41,52092,113850,318,31,3,12,9.7,0
43,20958,439990,624,1,0,60,19.79,1
31,133158,456388,572,20,0,60,15.08,0
22,74051,321593,652,34,3,48,24.05,1
40,108776,488874,402,7,3,36,6.41,1
44,86344,310038,433,23,4,48,20.74,1
45,141046,401708,474,37,0,36,19.68,0
57,58125,112575,803,37,3,48,10.61,0
42,109817,334274,438,8,1,36,9.92,0
44,65249,400160,327,15,1,48,11.42,1
35,74850,317851,405,15,3,60,13.33,1
32,26230,13879,546,3,3,12,19.81,0
51,105889,146397,432,17,4,36,16.79,0
63,95741,493083,585,28,3,12,10.92,1
51,73676,204566,389,24,3,48,5.68,0
50,59423,177605,355,7,2,24,22.01,0
61,36834,131557,412,30,2,12,15.66,0
40,133854,444309,768,27,0,60,22.77,0
28,80387,42992,800,3,2,60,6.89,0
64,32844,131868,311,3,4,36,9.56,1
50,118685,347193,434,35,1,24,15.26,0
55,26148,343128,530,12,3,60,11.61,1
41,135986,231372,824,28,3,36,11.39,0
60,28008,71446,810,37,4,36,20.83,0
48,129290,278470,761,32,2,12,10.44,0
59,132810,272434,519,1,3,24,11.01,0
37,76338,194210,381,2,0,24,11.18,0
32,90391,298245,431,39,0,36,10.98,0
38,134719,184004,339,18,3,36,8.86,0
48,80341,284861,547,12,4,48,19.39,1
23,26065,348738,350,13,2,24,11.82,1
35,80007,450163,482,33,2,36,10.82,1
36,59551,123950,460,4,1,36,21.55,0
42,57558,109440,594,14,0,36,15.53,0
51,67510,373339,451,13,2,24,16.71,1
51,79745,489351,638,3,1,48,16.97,1
21,119361,181756,618,34,3,48,17.37,0
31,31242,246896,533,7,4,48,13.39,1
26,57489,103466,615,8,1,36,16.97,0
43,137609,331224,665,36,3,12,21.72,0
29,88174,445823,653,25,3,60,17.41,1
36,93443,327824,777,6,0,60,12.0,0
58,51344,228082,351,34,1,12,7.2,0
64,24738,391925,778,20,0,24,12.84,1
39,80880,460161,803,12,1,24,24.66,1
33,117531,368130,356,34,1,60,16.78,0
52,52580,396227,409,32,0,12,24.78,1
56,123114,354245,561,17,2,48,9.17,0
29,89891,434822,780,15,0,24,9.23,0
57,59159,188401,491,14,4,48,11.54,1
51,128729,457419,725,7,0,36,22.88,0
51,144170,358423,697,27,0,60,5.3,0
39,83625,288023,396,32,1,48,17.96,0
22,144946,65380,311,16,0,48,18.23,0
52,27877,428775,466,27,2,36,6.65,1
63,76762,345511,792,15,0,48,23.61,0
54,109015,275693,633,18,4,48,18.93,0
21,135883,312686,590,16,2,24,13.73,0
41,62632,377982,398,9,3,12,24.51,1
23,40927,63599,467,18,0,48,15.54,0
47,71292,15277,793,0,1,12,11.57,0
64,21723,284206,832,35,2,48,15.45,1
27,81609,218437,490,13,3,48,19.02,0
53,135005,20806,535,4,4,24,24.44,0
29,23654,432624,534,11,4,60,13.99,1
50,69543,469911,396,22,2,36,12.39,1
38,116243,357309,483,35,3,48,23.71,0
46,55511,291461,414,7,4,48,20.57,1
40,113288,419444,692,22,2,24,14.14,0
58,146036,434966,364,14,2,60,12.43,0
61,88718,349835,360,28,1,36,13.27,1
51,94168,290220,514,20,1,24,5.31,0
28,109476,178351,803,24,0,36,14.42,0
43,115511,186822,376,36,2,24,6.24,0
45,127962,438219,776,7,4,24,18.62,0
21,143013,356632,608,37,0,48,23.47,0
38,53263,413528,343,23,0,48,24.64,1
39,63473,319849,611,30,4,12,17.75,1
62,50284,315135,649,21,4,12,12.15,1
26,124949,339511,322,27,2,60,15.86,0
37,109138,119706,658,26,0,12,22.17,0
28,114448,312797,696,34,3,36,19.01,0
62,18008,113454,614,37,3,12,15.21,1
29,65464,491122,388,2,2,60,10.18,1
57,51397,213320,549,9,2,12,17.01,1
47,37908,349372,384,39,4,48,7.83,1
56,31193,277529,369,20,4,24,15.25,1
26,62669,482990,625,27,2,12,19.51,1
26,24219,322371,470,5,3,48,8.28,1
24,27278,176099,722,28,0,24,18.9,1
42,49704,10580,301,4,1,12,7.97,0
60,19847,221482,768,25,0,60,21.63,1
47,49383,104664,818,37,1,36,22.44,0
57,52064,325929,812,26,1,36,14.1,1
22,103025,300694,308,16,3,48,18.32,0
29,138078,150992,772,35,3,24,6.79,0
31,138830,274158,394,26,0,12,5.27,0
40,106871,279194,615,36,2,12,8.38,0
63,64558,251858,421,26,3,48,18.76,1
59,130791,38751,625,17,0,12,16.32,0
34,33514,151110,793,7,4,36,13.31,1
46,142385,95905,741,21,3,48,19.65,0
58,25683,449592,604,33,3,12,17.78,1
50,69018,14973,833,22,4,24,15.39,0
56,100862,5771,543,34,4,12,8.02,0
58,148784,208920,559,13,1,60,12.37,0
55,121691,394366,392,15,1,48,16.26,0
26,27497,248699,365,24,1,12,11.88,1
23,60190,151560,841,21,0,48,12.88,0
21,118807,46548,635,32,1,48,20.48,0
38,112754,22097,836,16,1,24,18.32,0
43,93417,47064,454,14,3,24,18.22,0
52,133342,491006,648,34,4,36,22.6,0
49,79800,182364,423,28,0,36,14.27,0
43,16985,266488,674,25,4,48,21.41,1
56,46953,106482,776,22,1,60,9.78,0
26,76334,384528,367,17,2,24,21.25,1
37,145623,438246,678,31,1,60,6.48,0
38,93213,40938,741,4,1,60,19.7,0
51,139990,425528,779,19,1,48,17.46,0
26,141845,316343,664,15,1,36,24.04,0
54,75824,314423,663,3,4,24,9.23,1
64,45674,341270,461,36,0,24,21.51,1
64,83103,162740,461,23,3,48,11.11,0
47,19340,120969,519,13,3,60,22.71,1
56,135996,421057,794,7,1,60,14.48,0
62,23153,42029,812,3,1,24,7.19,0
45,77394,352650,805,34,2,24,6.53,1
30,68531,117345,386,39,2,24,9.37,0
59,97630,485247,726,34,3,12,12.62,1
59,133778,128360,742,20,0,24,18.94,0
32,134931,403192,620,7,1,60,12.02,0
31,49358,43359,312,12,4,48,10.68,0
63,44326,173634,666,21,3,24,24.61,0
23,131028,163304,556,23,2,24,11.79,0
42,112888,228422,472,35,0,24,21.26,0
24,130509,264933,373,18,4,60,8.24,0
28,125876,360075,441,32,0,12,12.64,0
34,49384,331314,729,38,0,60,6.04,1
40,141060,103540,400,9,3,24,21.51,0
44,96104,369220,511,11,0,12,12.93,0
34,107043,186040,549,38,2,36,12.19,0
48,140433,56135,346,17,0,60,24.81,0
36,54702,79259,695,17,0,60,15.76,0
52,88521,66404,763,24,1,48,8.01,0
32,105442,90844,364,24,2,12,15.35,0
36,116347,308788,407,26,3,24,6.65,0
39,141929,40472,840,5,2,12,19.55,0
25,100306,292297,342,20,4,24,5.43,0
32,55224,378985,672,31,0,24,20.06,1
49,36061,238365,316,29,1,24,7.79,1
25,23882,73017,339,19,0,48,23.32,0
62,95352,425293,553,2,1,60,24.07,0
37,67229,168608,390,4,1,36,12.51,0
28,21787,466950,655,31,1,48,19.74,1
60,17337,312841,486,14,4,24,24.79,1
60,69830,207742,683,22,3,60,22.46,0
50,34335,459397,383,39,2,36,23.79,1
30,88351,304434,757,24,3,36,24.1,0
40,40832,92440,314,17,1,48,22.14,0
36,69985,387099,386,14,2,24,14.07,1
61,105303,470316,309,23,3,12,17.31,1
36,104944,99643,759,23,0,36,14.92,0
62,96193,139734,710,23,4,24,20.1,0
23,49850,269473,745,33,0,24,15.56,0
43,135807,296224,310,32,3,36,20.42,0
42,99299,422182,523,25,2,48,11.21,1
48,71315,417573,698,11,0,48,6.04,1
56,33440,343288,498,27,4,12,22.16,1
24,103066,134417,563,26,0,36,22.1,0
58,35646,340269,624,17,2,48,20.18,1
44,66551,8707,493,6,2,48,16.66,0
39,95066,213468,429,8,4,60,17.58,0
31,103716,252279,757,23,2,24,11.03,0
60,40872,264543,632,30,1,60,14.44,1
60,113620,57321,820,10,4,60,22.38,0
59,138919,299811,763,38,4,60,22.63,0
38,117080,159995,375,7,2,24,16.8,0
32,32690,167788,303,4,3,36,12.28,1
34,17061,374815,330,31,1,24,24.05,1
38,57331,287524,523,15,2,48,9.63,1
64,121862,135128,340,0,4,60,19.64,0
62,27081,387822,493,26,3,24,22.36,1
32,146807,144223,477,15,1,12,24.18,0
60,145587,51096,602,23,3,24,5.71,0
47,79919,141804,639,15,0,24,17.43,0
26,83667,145357,705,4,2,24,9.93,0
44,65018,451975,577,10,1,12,7.36,1
53,56619,134855,784,8,3,60,8.38,0
36,71469,77553,328,17,1,12,5.79,0
32,87335,475884,558,0,4,60,13.1,1
51,102700,199797,837,3,4,24,12.64,0
57,61628,496934,764,29,2,36,12.85,1
33,47021,84928,479,37,4,36,18.07,0
28,126827,385307,786,13,1,48,7.9,0
58,56665,289077,549,21,1,36,15.39,1
23,96322,81929,350,1,1,12,10.82,0
40,87995,112112,463,3,0,60,12.44,0
24,36645,277977,569,5,2,24,17.3,1
64,85308,279481,349,31,0,36,18.64,0
22,125494,209731,783,25,1,12,15.56,0
56,17693,54621,680,12,0,48,22.73,0
43,121021,38576,626,11,2,48,12.18,0
39,145436,322924,718,4,4,24,21.15,0
60,68783,180961,849,34,0,36,6.3,0
28,92329,41337,588,39,2,60,24.52,0
36,18293,388307,630,38,1,36,14.27,1
63,67057,264013,525,0,2,24,21.48,0
38,41951,189464,689,27,4,24,13.13,1
56,36080,5205,445,21,0,48,11.45,0
44,126261,321297,458,12,2,48,7.21,0
21,129263,404449,432,6,3,12,18.87,0
21,18485,293626,595,27,0,36,10.03,1
56,61212,395594,811,14,0,48,10.3,1
31,91547,70705,730,25,0,24,5.19,0
38,72224,190581,813,11,0,12,10.39,0
36,85454,64854,631,37,4,36,20.69,0
37,107448,465175,703,23,1,60,8.38,0
44,63754,100397,668,3,0,60,11.31,0
54,92148,380437,579,31,3,36,12.04,1
24,111492,447787,372,5,3,12,22.01,1
55,104326,103700,665,1,3,36,7.42,0
35,29780,16450,778,36,4,12,6.24,0
22,98009,395810,344,31,2,12,6.78,1
51,31019,290959,602,21,0,36,12.15,1
29,149996,411614,648,36,3,12,7.39,0
30,49595,321648,678,6,1,24,19.92,1
45,74667,433340,350,38,3,36,10.08,1
25,20036,427602,584,33,2,12,13.62,1
34,28923,183308,659,7,1,12,13.39,1
62,81321,387596,422,28,0,60,6.97,1
58,120157,135520,548,37,3,24,21.76,0
60,68088,461529,313,20,1,12,23.84,1
22,62049,281214,357,9,0,36,15.56,1
38,108826,189057,332,7,4,24,7.16,0
49,120031,414330,659,21,3,24,24.51,0
40,118154,13471,371,14,3,48,5.02,0
28,37154,238672,684,38,4,24,23.81,1
57,142455,468338,623,14,3,36,16.04,0
46,75841,334674,840,31,3,48,15.31,0
57,119477,318037,590,26,0,60,22.11,0
24,60447,107697,401,30,1,48,24.54,0
53,97983,198672,610,15,3,60,14.37,0
42,65067,79175,463,25,0,48,18.28,0
26,76259,453708,659,6,3,24,10.36,1
53,29164,187137,546,11,2,12,24.99,1
48,82227,294882,480,38,2,60,18.7,0
44,103122,459538,422,6,0,60,14.02,0
24,50773,253539,379,12,3,12,14.25,1
22,115053,315920,369,15,0,24,22.9,0
33,63451,209620,645,2,3,36,21.94,0
31,30383,76740,812,14,0,24,8.14,0
55,32761,177882,381,2,3,48,11.61,1
59,59813,447439,534,35,2,24,10.72,1
30,66518,216766,838,20,0,24,11.58,0
63,118120,38219,446,18,0,24,10.1,0
30,104927,217843,782,11,2,12,5.4,0
28,115713,74400,389,25,1,12,24.21,0
25,135919,488526,679,1,0,36,24.59,0
43,85173,356031,607,19,2,12,16.26,0
54,31752,189602,506,28,3,60,12.12,1
52,69278,469871,362,27,0,48,9.91,1
36,82969,30750,525,33,1,24,15.19,0
24,101698,417711,552,38,1,60,23.11,1
48,31923,279802,540,2,2,12,24.31,1
64,115971,277376,665,35,2,12,21.47,0
34,98090,345444,677,34,4,24,8.88,1
32,81843,9153,622,7,0,60,10.06,0
41,67827,302507,639,23,1,12,13.27,1
36,131218,299140,429,29,2,48,15.58,0
64,32881,276049,336,15,3,24,9.08,1
22,67965,52519,480,21,1,36,5.73,0
43,83293,343158,770,7,4,48,14.45,1
49,145194,27911,524,36,4,48,18.02,0
63,42482,460062,683,14,1,36,24.59,1
29,56844,299055,318,8,4,60,17.03,1
27,75937,178487,422,37,3,12,10.28,0
49,131681,13087,751,28,3,36,19.46,0
64,88952,88668,666,39,0,12,7.14,0
37,25421,133678,845,13,1,12,18.67,0
29,44574,389295,676,28,1,36,13.83,1
26,50743,416948,613,27,3,24,24.3,1
64,30157,74484,840,13,1,60,19.45,0
40,41066,151010,484,3,4,48,14.17,1
30,70016,253353,541,37,2,48,18.72,1
29,36226,131451,433,38,2,36,7.47,1
32,76482,307606,345,33,2,12,23.96,1
53,76821,366029,370,30,1,60,18.46,1
52,147228,281184,326,16,3,12,8.33,0
54,88328,257753,449,12,1,12,11.79,0
39,59401,128974,749,13,4,48,15.81,0
53,27341,310793,497,19,4,12,8.71,1
36,94753,232321,648,22,1,36,23.38,0
43,118178,23785,610,3,4,12,11.52,0
46,120409,103944,508,16,2,36,22.27,0
64,81068,17920,410,26,1,36,18.88,0
61,83909,437309,523,0,1,12,19.96,1
57,92418,217092,599,16,4,48,8.26,0
29,149217,283637,336,18,0,48,23.55,0
50,21675,205065,751,35,3,48,5.44,1
33,45649,164465,816,25,3,48,7.13,0
62,90832,240683,578,17,0,60,9.57,0
36,101084,443211,597,13,1,12,20.37,0
22,141149,244131,451,4,4,12,23.96,0
51,106798,45150,725,36,4,48,17.44,0
63,63037,211950,800,36,2,60,14.95,0
39,145188,427291,494,20,3,48,17.97,0
31,39050,376876,537,32,2,60,5.51,1
34,49540,178626,712,19,3,60,5.42,0
45,113311,370707,501,15,0,12,17.73,0
27,35484,315303,357,5,1,24,23.03,1
35,110153,326784,776,23,4,12,14.02,0
50,74346,476845,686,21,0,12,16.51,1
51,88432,50598,321,22,4,36,7.52,0
44,133443,132505,794,32,4,60,5.11,0
45,32356,84516,458,29,3,24,14.01,0
28,102875,51817,774,38,0,60,8.41,0
50,30290,37562,703,19,1,12,8.59,0
56,109511,400676,642,32,0,24,21.5,0
34,26012,313826,680,39,2,48,22.25,1
49,26227,325478,751,15,1,48,21.63,1
47,133126,308934,495,12,3,48,17.65,0
56,86188,285310,690,26,0,24,21.26,0
54,71193,340841,424,13,0,60,16.5,1
41,42414,356056,458,6,2,60,6.73,1
58,93543,79259,572,9,0,24,10.14,0
31,63513,96806,505,11,3,36,18.11,0
53,130084,411558,690,39,4,36,15.56,0
35,50116,263745,834,12,1,60,7.19,1
32,116769,380782,422,0,3,36,24.82,0
44,21736,443662,550,13,2,36,18.37,1
57,22956,23655,375,10,0,12,17.24,0
31,104231,22910,795,26,2,12,24.77,0
39,147266,381587,342,9,3,24,5.46,0
21,42616,46942,584,0,4,36,16.47,0
37,130787,212356,718,14,4,24,12.6,0
60,146833,441272,455,8,1,36,6.65,0
36,125858,289010,741,22,3,12,23.79,0
46,95337,186031,426,12,2,36,12.2,0
63,55385,71245,621,7,3,12,16.32,0
63,23287,211751,455,9,3,48,9.46,1
35,127915,377414,813,13,0,48,15.95,0
28,90301,234093,511,36,1,24,21.75,0
50,43983,106390,758,5,1,60,6.94,0
34,141544,308449,472,3,3,36,15.42,0
53,99524,223579,832,11,2,48,12.81,0
62,120113,163475,509,8,1,12,23.91,0
27,95765,213616,483,12,2,48,11.46,0
38,94162,470388,743,33,3,24,16.01,0
32,18205,316150,724,22,1,60,20.7,1
22,139774,314486,544,26,2,48,22.82,0
49,58761,460321,830,22,1,48,6.78,1
41,121207,366373,347,12,0,24,19.86,0
27,24844,286436,393,22,3,36,20.44,1
47,53028,167717,758,31,2,60,19.58,0
32,142712,125908,508,2,1,36,9.22,0
40,129592,261232,395,32,3,60,8.01,0
34,95771,301381,559,39,3,24,11.33,0
30,99015,261170,483,0,3,36,24.44,0
61,124154,249245,689,33,4,36,10.13,0
43,148914,50802,598,14,4,12,18.26,0
50,97432,292720,488,37,3,48,20.35,0
51,114099,91288,537,22,2,48,17.41,0
30,85495,338718,608,33,3,24,15.12,0
39,111201,399264,822,23,4,36,23.91,0
39,34665,304764,408,34,2,24,22.4,1
64,27611,491213,348,1,2,24,10.43,1
43,119188,233597,516,13,3,24,24.49,0
64,143754,312748,409,33,2,60,13.09,0
61,122560,376161,493,0,1,60,20.79,0
52,56321,389312,539,10,0,60,11.13,1
40,75026,41308,831,32,0,36,23.23,0
24,111964,256234,671,13,3,36,23.43,0
53,92461,332493,471,7,1,12,6.19,0
21,79888,78493,571,13,3,24,7.28,0
33,81872,272984,682,11,4,36,17.35,1
23,68569,313682,704,18,0,48,23.84,0
32,146073,155019,608,33,1,36,8.29,0
49,46779,236481,437,32,3,24,6.34,1
51,110807,7219,422,38,0,48,15.62,0
61,126164,69841,793,2,3,12,21.95,0
56,89761,429208,561,17,2,24,10.06,1
22,40009,385133,828,23,2,36,11.89,1
42,48385,384025,567,8,2,12,16.96,1
42,135029,485692,597,20,0,36,21.94,0
61,73133,16538,716,34,2,12,9.62,0
51,122293,288477,591,27,4,36,23.29,0
34,47388,390852,777,31,1,60,22.76,1
49,139658,272832,834,32,0,24,20.52,0
55,17926,303318,544,19,1,60,22.75,1
29,85775,228531,814,30,3,48,10.92,0
52,144086,248858,756,18,3,60,8.04,0
47,20662,372512,473,11,0,60,16.78,1
30,53630,364420,564,16,0,12,7.8,1
45,91968,131865,833,16,4,36,21.33,0
53,90024,92097,377,3,2,12,16.48,0
31,25945,407699,733,24,4,60,19.25,1
57,72179,283559,650,28,1,12,20.5,0
29,52619,135969,411,18,4,48,20.14,0
27,99570,257313,683,3,2,60,24.03,0
27,18609,73014,353,29,0,24,6.31,0
54,35752,72497,352,19,1,24,22.25,0
39,138353,379747,544,28,2,60,10.9,0
40,97273,240096,837,19,2,60,19.83,0
62,49912,320613,619,10,0,36,21.97,1
45,63488,93114,834,19,2,36,5.82,0
25,16084,288432,422,30,3,60,7.64,1
49,47548,246101,812,20,2,48,17.38,1
47,124523,387816,327,38,4,60,12.97,1
45,46084,263620,760,10,3,36,12.2,1
57,97677,206598,538,6,2,36,24.0,0
35,39204,122194,673,24,1,60,9.55,0
24,108048,181930,406,36,0,60,13.28,0
34,49087,470492,337,20,3,60,17.13,1
37,73195,198813,813,7,3,24,14.93,0
41,53858,428364,625,9,3,60,15.55,1
36,60225,237487,701,34,2,36,11.1,0
46,138742,494013,631,27,4,36,15.3,0
29,148418,139097,374,1,2,60,10.16,0
22,130395,174124,756,37,3,48,20.98,0
63,110064,493363,455,29,0,12,24.63,0
35,83251,261246,575,20,3,24,15.83,0
55,106031,486617,367,15,3,36,8.84,1
44,124352,15100,345,39,1,60,5.55,0
58,57634,474515,605,26,1,12,18.91,1
34,77724,22812,786,34,4,48,12.44,0
57,61625,254895,794,6,1,12,7.43,0
57,65271,292773,558,27,0,60,12.66,0
26,24609,484528,815,10,4,36,17.57,1
38,101539,195766,454,29,2,12,6.41,0
42,108538,126563,336,12,3,12,12.16,0
38,18850,194699,834,28,4,48,22.4,1
22,95767,6947,454,21,3,36,11.58,0
52,47300,153061,813,13,1,24,6.79,0
37,145328,470327,565,33,2,12,13.62,0
21,141306,243904,645,14,4,12,9.62,0
29,61334,40704,838,35,1,12,21.15,0
33,122475,267130,800,2,1,24,8.0,0
56,20123,461945,592,0,2,48,18.79,1
57,81327,499298,584,22,4,60,11.15,1
50,77617,485783,504,11,3,60,13.21,1
51,98555,452327,435,15,0,24,17.0,0
43,89696,213779,615,9,0,60,24.91,0
48,48719,148851,427,10,2,48,18.35,0
30,63647,241451,648,9,3,36,8.41,0
45,70217,39702,748,32,1,12,24.8,0
56,61715,24090,836,25,0,24,7.97,0
46,16882,396313,528,9,4,12,14.42,1
46,143538,398945,652,37,3,60,8.9,0
33,60572,146258,314,9,1,36,24.88,0
37,144870,178021,482,15,1,12,12.18,0
60,78899,149283,435,16,0,36,9.45,0
24,36845,391999,554,25,0,36,15.96,1
43,70435,257054,603,21,2,36,21.85,0
55,118401,251222,748,7,1,36,5.21,0
31,86943,477943,759,10,4,12,11.57,1
32,18131,447378,760,2,3,60,14.74,1
29,91879,339250,673,12,0,48,23.94,0
35,124149,372444,705,37,1,24,11.53,0
57,58434,306951,740,38,0,48,8.1,0
25,35705,490676,532,7,2,36,9.75,1
39,126562,140206,824,9,0,48,18.98,0
31,85995,413542,609,39,3,24,5.11,1
29,52994,275926,404,28,3,60,21.79,1
55,102558,325976,602,29,2,24,15.23,0
47,70828,354144,625,19,4,24,17.26,1
33,27388,8223,627,1,2,36,16.09,0
32,61294,444290,387,34,0,36,6.03,1
29,100056,497460,811,38,2,48,20.26,1
62,115645,286891,593,0,3,60,18.53,0
48,70722,64232,665,36,4,24,8.92,0
33,93405,427763,577,9,2,36,12.21,1
40,146323,224651,386,26,1,60,21.95,0
33,120142,484936,300,13,0,24,9.7,0
47,128954,265791,513,9,4,24,9.14,0
46,15279,222994,490,33,0,60,21.24,1
49,134077,443868,419,11,4,48,8.42,1
49,125770,371232,494,22,0,48,22.83,0
42,86847,443009,488,3,1,48,9.34,1
29,131789,85433,683,13,4,60,7.22,0
44,149721,369401,847,26,0,12,5.42,0
62,78758,400827,787,39,3,48,8.47,1
39,54637,232589,571,17,2,12,15.08,0
58,129093,315573,440,13,3,48,16.12,0
51,119045,456269,577,35,3,48,24.85,0
59,42907,94813,702,0,1,36,21.61,0
35,77290,236182,701,13,0,12,19.11,0
52,38645,137725,811,33,3,48,13.12,0
49,133630,301380,347,25,3,48,9.28,0
54,125063,447656,838,5,2,48,20.44,0
29,73138,334084,792,36,4,12,24.51,1
55,122982,318739,439,22,1,24,17.22,0
26,33867,369830,536,15,0,24,13.79,1
57,102029,249706,759,31,1,60,16.95,0
34,29027,466345,385,6,1,12,8.92,1
29,110112,443303,692,16,0,48,22.36,0
39,16234,199070,792,4,4,12,7.13,1
43,76329,59885,542,11,3,48,16.1,0
61,107966,475596,579,25,1,48,18.51,0
48,55394,66991,494,7,0,60,21.59,0
36,91061,28930,539,8,4,60,16.64,0
46,17291,192422,793,31,2,48,6.92,1
58,101158,493843,601,21,3,60,6.96,1
60,131472,381678,581,7,1,48,15.22,0
45,105431,364405,531,27,1,24,16.32,0
55,61454,244507,729,8,0,36,21.06,0
25,101448,96405,782,34,4,36,15.03,0
27,92945,231122,688,20,4,36,13.98,0
43,120706,319043,841,32,1,60,10.7,0
45,144452,305510,726,5,1,48,16.62,0
21,50547,395770,539,9,1,60,11.65,1
42,57256,370792,538,13,1,24,13.26,1
24,79308,477665,479,39,4,24,5.09,1
48,70261,38826,472,1,2,24,19.05,0
34,64261,15266,322,32,4,60,20.1,0
53,15411,26124,432,38,1,60,16.04,0
24,31454,278482,357,15,2,24,14.9,1
62,100647,87866,467,19,1,12,15.37,0
31,15717,13934,311,2,2,48,9.18,0
59,102396,364003,649,34,4,36,13.19,0
52,140350,446743,572,32,0,24,16.7,0
24,111934,497915,570,28,4,36,17.7,1
21,138006,327471,470,14,2,36,18.2,0
46,72769,386273,366,2,4,36,9.8,1
53,30889,178399,811,28,4,36,11.45,1
37,71394,433227,758,4,1,60,16.2,1
47,99245,266579,441,33,2,12,20.96,0
62,42117,48217,742,33,0,60,24.76,0
25,97455,170494,636,19,0,36,16.62,0
27,141413,458581,334,6,1,36,19.46,0
45,136139,320216,329,3,4,36,16.43,0
28,118476,279344,576,10,1,36,5.61,0
54,73488,368023,517,33,3,48,9.55,1
61,117174,302588,593,18,0,48,20.47,0
24,131467,280753,672,20,0,48,11.89,0
32,100067,220443,369,14,1,60,24.82,0
51,48673,296005,623,16,3,36,16.71,1
31,148203,420091,765,36,4,24,5.94,0
57,26115,447474,835,21,4,36,9.55,1
64,56266,77123,838,7,4,12,9.48,0
56,116820,481456,773,10,3,48,5.73,0
42,125226,137480,632,8,1,60,13.3,0
21,101352,429463,619,5,1,12,18.1,0
24,47124,385291,612,8,2,12,8.44,1
56,113186,354493,540,14,0,24,7.41,0
28,89244,45927,446,14,3,12,8.24,0
45,31484,479140,426,1,2,12,24.42,1
48,21060,224847,779,31,4,60,22.97,1
58,49915,268361,698,36,1,12,22.95,1
56,131908,371317,485,5,3,12,22.35,0
56,61511,11807,838,24,4,36,11.85,0
63,77571,394928,380,11,3,36,21.62,1
61,15027,29638,390,32,2,36,23.77,0
24,83872,33471,774,17,4,24,22.82,0
33,33746,490869,435,37,0,24,6.07,1
58,26416,367765,837,6,4,48,21.49,1
45,146119,303932,529,18,2,36,15.62,0
23,54826,315909,377,23,2,36,16.15,1
52,53301,374835,564,29,0,36,9.46,1
59,79572,416306,759,14,4,12,15.96,1
21,89497,481288,653,21,3,24,21.15,1
31,133028,419581,664,0,0,36,24.03,0
22,92556,472583,769,31,1,36,14.44,1
25,15007,437778,439,29,2,60,16.03,1
42,33916,15387,844,30,0,48,17.55,0
33,132447,112256,677,9,0,12,23.54,0
43,142375,356310,667,16,3,12,22.98,0
51,33769,170083,405,19,2,24,24.24,1
55,64252,249116,791,21,2,36,20.44,0
58,82997,253918,531,19,3,12,22.9,0
61,136403,159440,687,0,2,12,15.76,0
55,146394,23835,816,3,2,48,13.09,0
33,76468,320508,315,28,2,12,16.28,1
27,39216,253309,537,27,0,24,10.43,1
25,67801,258584,600,0,4,12,15.91,1
49,19846,246257,830,10,4,12,14.77,1
28,124572,406342,791,26,2,24,9.39,0
28,102675,408022,824,39,4,24,12.37,1
27,105628,249459,430,25,4,48,16.07,0
39,122604,262924,570,17,0,48,19.94,0
59,28360,126005,518,16,4,48,11.83,1
43,45745,208881,844,32,3,48,12.57,1
56,114425,135867,810,38,3,12,11.19,0
62,116645,341992,613,28,3,24,18.16,0
52,114563,175461,562,36,4,12,11.99,0
24,38576,90839,343,15,3,12,24.06,0
50,64796,259499,848,23,2,36,7.41,0
62,81132,378608,675,4,3,48,5.19,1
59,85072,466360,314,30,0,36,9.54,1
25,97387,219437,814,34,2,60,11.61,0
23,112254,205407,807,10,4,60,13.84,0
42,66938,246240,406,1,0,24,20.92,0
48,124309,282914,653,20,4,36,14.39,0
42,138106,211148,359,6,1,24,19.57,0
42,69941,181049,654,13,2,24,5.9,0
54,95931,59128,667,16,2,48,5.64,0
49,72774,293212,501,33,3,60,10.67,1
63,128754,82226,770,34,4,36,14.17,0
62,127223,487658,329,4,3,36,9.66,1
33,149330,99533,402,15,2,12,19.6,0
27,97179,416656,440,16,1,48,14.89,1
30,58357,286580,611,8,0,24,24.95,0
48,77146,231394,579,13,1,48,14.39,0
24,114180,259656,558,30,3,60,20.43,0
52,39538,89253,840,33,4,12,8.04,0
42,116221,18454,387,19,4,36,5.85,0
40,139480,179495,540,0,2,60,15.86,0
40,17274,427611,622,37,0,24,5.3,1
26,22735,396043,426,16,1,12,12.45,1
29,16739,446275,388,15,0,48,18.61,1
48,102586,407358,363,33,2,36,15.66,1
33,95849,416425,494,6,1,12,15.98,1
51,93948,330239,570,26,0,48,10.88,0
59,110968,51140,502,14,4,24,8.01,0
34,82066,265389,710,39,2,36,18.15,0
42,146627,302299,376,21,4,24,19.13,0
57,41624,59126,386,29,0,60,6.48,0
44,86564,208570,632,35,4,12,7.94,0
28,60978,185409,684,32,2,12,12.16,0
35,126215,413667,621,8,0,24,23.49,0
61,145913,104558,365,1,4,36,21.31,0
26,55453,369056,749,0,1,12,5.39,1
43,21023,174098,543,5,3,48,9.68,1
45,104364,5881,815,21,2,24,21.4,0
51,116990,54927,632,17,4,36,6.82,0
49,66092,394921,728,33,3,60,24.12,1
43,116803,94882,556,34,0,36,23.36,0
30,73554,165405,484,35,0,12,12.07,0
29,68405,255045,366,25,2,12,8.42,0
33,53793,317903,313,4,1,36,23.38,1
52,55344,357608,309,29,1,60,16.67,1
61,87143,277422,300,12,0,60,17.38,0
